image_path,label
'test_images/just_traffic_light_0700.png',1
'test_images/just_traffic_light_0701.png',1
'test_images/just_traffic_light_0702.png',1
'test_images/just_traffic_light_0703.png',1
'test_images/just_traffic_light_0704.png',1
'test_images/just_traffic_light_0705.png',1
'test_images/just_traffic_light_0706.png',1
'test_images/just_traffic_light_0707.png',1
'test_images/just_traffic_light_0708.png',1
'test_images/just_traffic_light_0709.png',1
'test_images/just_traffic_light_0710.png',1
